Assay	term	contrast	Day1	TR1	Day2	TR2	null.value	estimate	std.error	df	statistic	p.value	adj.p.value	Allocation
FGF-21	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.11329562288433194	0.08078715773258946	1067.0080849555295	1.4023964459716176	0.1610877610847984	0.19272999986931236	Placebo
CCL19	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.36352341460890225	0.03919311948736804	1029.7452828278836	9.275184505945386	1.0127386434869505e-19	3.769638284090316e-19	Anakinra
CCL19	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.3886799623640929	0.039425236163273	1031.940400465091	9.858659077004384	5.669897320211831e-22	1.6516657411051855e-21	Anakinra
CCL19	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.3623554611727032	0.0577740020263284	1032.7048695554577	6.271946696847707	5.234040770585066e-10	2.1917545726824966e-9	Placebo
CCL19	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.39046283500386464	0.058547204405445155	1036.1370777065392	6.669196915020418	4.1770913945515687e-11	1.1661046809789795e-10	Placebo
IL-10RB	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.07191831657684385	0.043301881561984175	1034.7034628377967	1.660858927663383	0.09704474089006807	0.13269382938029714	Anakinra
IL-10RB	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.2195541172728115	0.043551225545856234	1037.4480311430762	-5.041284476406689	5.454092559897806e-7	8.1205378114034e-7	Anakinra
IL-10RB	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.025863969378961918	0.06381678529144433	1038.3115321631908	-0.40528474226402944	0.6853517103225673	0.7406220095421291	Placebo
IL-10RB	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.330521316195139	0.06465426554202862	1042.6822251122608	-5.1121347280680665	3.7879991154286916e-7	7.931123147928823e-7	Placebo
IL-18R1	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.6347661550741031	0.03957070464917191	1031.7873735234252	16.041315430236764	7.182445005917376e-52	1.2030595384911605e-50	Anakinra
IL-18R1	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.8488222184468365	0.03980241634744507	1034.2091542457358	21.32589667514803	6.310835064680169e-84	1.4094198311119043e-82	Anakinra
IL-18R1	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.5554248995317584	0.05832539657549984	1035.0188911060036	9.522865374996357	1.1482575220906147e-20	1.282220899667853e-19	Placebo
IL-18R1	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.6874283813119575	0.05909984261687063	1038.8342886443172	11.631644872024149	1.7473326655095307e-29	1.4633911073642318e-28	Placebo
PD-L1	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.36401239264022034	0.04341390837767919	1034.8170283548316	8.38469527952875	1.6472266358520235e-16	5.016553845549344e-16	Anakinra
PD-L1	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.5877524633349304	0.04366373068055956	1037.5741415694777	13.46088513679423	3.474233279819667e-38	1.2251243670943035e-37	Anakinra
PD-L1	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.2842985565217534	0.06398156483414139	1038.4394796969045	4.443444877578987	9.802915024841554e-6	2.7322961643416993e-5	Placebo
PD-L1	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.5168096188484375	0.06482081460616117	1042.8319826605327	7.972896082662237	4.049810009648483e-15	1.808915137642989e-14	Placebo
CXCL5	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.006509473468278994	0.045734911932952246	1036.393547841117	-0.14233051279997946	0.8868466098956785	0.9002836797425827	Anakinra
CXCL5	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.24369510528535263	0.04599563391288724	1039.3245733749995	-5.29822256057815	1.4273056983552628e-7	2.1733973134046046e-7	Anakinra
CXCL5	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.04455953544096519	0.06739744374161831	1040.2134447156322	-0.6611457789377466	0.508665233139477	0.5680095103390826	Placebo
CXCL5	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.31776110348176667	0.06827569519283311	1044.9100754894707	-4.654088143435294	3.6720492551897644e-6	6.474402634150374e-6	Placebo
TRANCE	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.36542252451345925	0.04923465523848573	1046.595525997939	-7.422059172414309	2.382898996745172e-13	6.652259699246938e-13	Anakinra
TRANCE	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.7193771317475254	0.04949734427403141	1050.6364932575473	-14.53365109378088	9.614942378460158e-44	4.955393379667928e-43	Anakinra
TRANCE	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.29510462361072265	0.07252135886093919	1051.5918270492853	-4.069209792064021	5.070265629289408e-5	1.2581770265273715e-4	Placebo
TRANCE	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.6119813941777291	0.07342299997643652	1058.3081821161907	-8.335009389076053	2.384874239454324e-16	1.141332671738855e-15	Placebo
HGF	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.049959726781806865	0.05453483043778692	1047.787241615256	0.9161067593086347	0.35982169571973144	0.40861107819020354	Anakinra
HGF	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.05256616760778954	0.054823360183273225	1051.9554493399285	-0.9588279053319981	0.3378657632493197	0.35931755774134	Anakinra
HGF	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.12449252639230822	0.08032396757880537	1052.909310007357	-1.5498801932333501	0.12147077996926871	0.15355740109322646	Placebo
HGF	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.1994495823015676	0.08131662057764377	1059.866015161469	-2.4527529659342715	0.014337055429685702	0.018472744495941194	Placebo
IL-12B	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.7891638238379153	0.043398665512033544	1046.119537897977	18.184057378886376	2.0338085215505668e-64	6.813258547194399e-63	Anakinra
IL-12B	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.8891816594128089	0.04363098663409967	1050.1095104067133	20.379590928568906	4.692603434877832e-78	7.860110753420368e-77	Anakinra
IL-12B	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.7592877711318848	0.06392649716813736	1051.064916182873	11.877512530286639	1.276351989910607e-30	2.850519444133689e-29	Placebo
IL-12B	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.8286626619196062	0.06472316811840334	1057.6854600520448	12.803184485710997	5.381215334455306e-35	7.21082854817011e-34	Placebo
MMP-10	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.4191230709505823	0.042261836827865475	1035.012108336406	9.917294240136581	3.300183479272916e-22	1.579373522223467e-21	Anakinra
MMP-10	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.5153259668796366	0.04250475039099886	1037.7907657887592	12.123961725199687	9.836839516137525e-32	3.138420226577211e-31	Anakinra
MMP-10	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.3189700464365417	0.06228315286256796	1038.6592150096878	5.121289333896936	3.6153154824898045e-7	1.2111306866340845e-6	Placebo
MMP-10	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.32102773850203514	0.0630994662238113	1043.0892138899198	5.087645866343188	4.297338181157794e-7	8.724898731441581e-7	Placebo
IL10	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.7298598970763766	0.04944380580616481	1046.367288612521	14.761402063944182	6.165670368013222e-45	6.884998577614765e-44	Anakinra
IL10	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.9599146280274548	0.04970803167043317	1050.3838157441476	19.31105690106055	2.4126039578835897e-71	2.694074419636675e-70	Anakinra
IL10	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.8439585389216955	0.07283019643058468	1051.339221113404	11.588030518715987	2.624760256906159e-29	4.396473430317816e-28	Placebo
IL10	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.9354897539582999	0.07373670998087561	1058.0096202851669	12.68689305775819	1.95692725386775e-34	2.1852354334856542e-33	Placebo
TNF	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.21535382449679003	0.05043862419157458	1042.2022228378548	4.269621306061782	2.1366795372214087e-5	4.090215114109554e-5	Anakinra
TNF	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.32263182469098745	0.05071586264173092	1045.7691789887947	6.361556481255903	2.980929037791318e-10	5.1210832187697e-10	Anakinra
TNF	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.1588950695159429	0.07430968625930032	1046.7136664115392	2.138282066775059	0.032724877648695555	0.05338499353420927	Placebo
TNF	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.28117766247088694	0.07525336015177508	1052.5507062174927	3.7364133894326113	1.9669141764511397e-4	2.995073859596054e-4	Placebo
CCL23	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.5077997333742096	0.04736457982694207	1039.6758771159368	10.721085993575338	1.6487505178462975e-25	9.205523724641827e-25	Anakinra
CCL23	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.6885777923535203	0.04762918551462552	1042.9673238247203	14.457055792862096	2.587738554361406e-43	1.2384177367301014e-42	Anakinra
CCL23	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.4526283392801459	0.06978875701718144	1043.8935468880013	6.4856913724471745	1.3608541272469447e-10	6.078481768369686e-10	Placebo
CCL23	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.5518795850241536	0.07068528456773206	1049.2310309707161	7.807559782762585	1.406457337266171e-14	5.889540099802091e-14	Placebo
CD5	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.12502721415648668	0.050331953560051206	1045.335493241436	-2.4840524818357457	0.013145405547486567	0.020970051706704764	Anakinra
CD5	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.460629352452958	0.05060285274552591	1049.2412628197874	-9.102833683495936	4.3259630108565776e-19	9.994466266461748e-19	Anakinra
CD5	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.14406775080455478	0.07414193896615871	1050.1961362693028	-1.9431343826914609	0.05226685578145366	0.07450807100760415	Placebo
CD5	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.4230162080479961	0.07506949790759085	1056.6591187784052	-5.6349945029434085	2.2444763782934977e-8	5.012663911522145e-8	Placebo
CCL3	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.46439155088901113	0.056474053944841375	1055.5851173556744	-8.223095712990354	5.779368400083784e-16	1.6835551426331025e-15	Anakinra
CCL3	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.7446439745303558	0.056755713050920954	1060.5674422064537	-13.12015891443853	1.4972526038900162e-36	5.0157962230315543e-36	Anakinra
CCL3	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.2940672648999275	0.08314995786189884	1061.4685460056955	-3.5365894639217332	4.228313750024654e-4	9.443234041721728e-4	Placebo
CCL3	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.6470082569244451	0.08413477180937974	1070.0072394238136	-7.690140984637621	3.320073082015838e-14	1.3084993911474186e-13	Placebo
Flt3L	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.04857115828827096	0.05263296134287162	1049.9225479195468	-0.9228277689309463	0.3563089841074699	0.40861107819020354	Anakinra
Flt3L	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.3215648826880666	0.05290715537966479	1054.3170707134793	-6.0779091293133884	1.6991385678041105e-9	2.776641074216473e-9	Anakinra
Flt3L	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.019496062262209443	0.07751505323038703	1055.263766346777	-0.25151324097351846	0.8014662961483615	0.8014662961483615	Placebo
Flt3L	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.26580457996940926	0.0784624249691178	1062.6525288409198	-3.3876671549984323	7.307356489954147e-4	0.0010199851767227664	Placebo
CXCL6	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.10431865630306802	0.04898540144689463	1040.8986815626024	-2.1295866364627125	0.03343988009657749	0.050919817419788446	Anakinra
CXCL6	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.3864942583747361	0.049256939140714294	1044.3237126256925	-7.846493613227211	1.0540721065996865e-14	2.0177951754908286e-14	Anakinra
CXCL6	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.15367564359620206	0.07217295701889219	1045.259897847099	-2.1292690495690167	0.033465219827414766	0.05338499353420927	Placebo
CXCL6	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.4126304623525227	0.07309501372362134	1050.8385459529866	-5.645124630699361	2.1227684099925676e-8	4.904327016189725e-8	Placebo
CXCL10	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.7819164944750105	0.04391299743424523	1041.9130836989402	17.80603785122713	3.988428605501515e-62	8.907490552286717e-61	Anakinra
CXCL10	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	1.1612444753589262	0.044154824109379875	1045.4486045186	26.299379485292555	2.081949898435568e-117	1.3949064319518306e-115	Anakinra
CXCL10	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.9471388997776506	0.0646965277608525	1046.3914551509906	14.639717656544144	2.7335950412847513e-44	1.8315086776607833e-42	Placebo
CXCL10	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	1.3022561834076478	0.06551922584311828	1052.1710699802309	19.87593972074425	6.845563415342732e-75	4.5865274882796305e-73	Placebo
4E-BP1	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.23955412725746678	0.053626334425034	1046.0796377426648	4.4670986713132015	8.791160626939e-6	1.7323757706026855e-5	Anakinra
4E-BP1	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.21827520554726337	0.05391348572008968	1050.0653312359946	4.0486197958060774	5.530568484337499e-5	7.265648793149263e-5	Anakinra
4E-BP1	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.14368558931871325	0.07899206016946493	1051.0207295354387	1.8189877439638695	0.0691977574262103	0.09090685779521746	Placebo
4E-BP1	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.0859850807522122	0.0799766775811116	1057.6332471699811	1.0751269414137257	0.28256310190551687	0.3078151213134629	Placebo
SIRT2	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.09671948486998419	0.06677972401384864	1069.180531033657	1.4483360974946033	0.1478162600425188	0.194189988683309	Anakinra
SIRT2	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.07988491410175644	0.06707437707254425	1075.468437833322	-1.1909900261221502	0.23392028879112725	0.25278482820976655	Anakinra
SIRT2	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.07985376779055152	0.09825927091035158	1076.127657561778	0.8126843100984067	0.4165788268109669	0.48122036890232384	Placebo
SIRT2	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.031448060743058864	0.09932385264503758	1087.3750403750944	-0.31662143488782674	0.7515916420808387	0.7629793942335787	Placebo
DNER	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.10939567328259152	0.04686856121511404	1039.6173266242322	-2.334094976385021	0.019780505919004987	0.03082078829240312	Anakinra
DNER	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.4255471232162183	0.047130492591523444	1042.9023668208038	-9.029125303323356	8.171121685903977e-19	1.8248838431852218e-18	Anakinra
DNER	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.08896675877648488	0.06905808644540808	1043.8280595889541	-1.2882887921722976	0.19793094146280804	0.24111587414560254	Placebo
DNER	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.353419664840538	0.0699454594211216	1049.154027439299	-5.052789241295841	5.133513051319443e-7	9.827010698240077e-7	Placebo
EN-RAGE	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.022980244208822723	0.05463040090389675	1048.4791762975265	-0.42064937889159	0.6740973319551242	0.7056956443905207	Anakinra
EN-RAGE	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.27396822138784166	0.0549180073228583	1052.7209642601915	-4.988677389134055	7.107980088223584e-7	1.0352927519803916e-6	Anakinra
EN-RAGE	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.1537521084025827	0.08046216009386588	1053.673132493516	-1.910862301275754	0.05629343039249023	0.07857624658951762	Placebo
EN-RAGE	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.28396273370638087	0.08145299541739916	1060.7696668565623	-3.4862159734118707	5.099527787858966e-4	7.269539612479802e-4	Placebo
CD40	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.04248629682459737	0.05112292144768969	1044.2280755402173	0.8310615986230454	0.40612881252772504	0.44607590884192755	Anakinra
CD40	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.2916045012065408	0.05140016033743651	1048.0145007565843	-5.6732216260063915	1.812210429713335e-8	2.823676716064964e-8	Anakinra
CD40	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.104187838290107	0.07531089589959342	1048.967226076255	-1.3834364476159349	0.16682542345324458	0.20698709946976643	Placebo
CD40	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.2853320623599032	0.07625815943161184	1055.2082577139167	-3.7416594432204784	1.9265752099823942e-4	2.995073859596054e-4	Placebo
IFN-gamma	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.7638844165258232	0.05076214016784531	1051.1119764431567	15.048309901829098	1.708436891049394e-46	2.289305434006188e-45	Anakinra
IFN-gamma	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.9676512902336177	0.05102426139253217	1055.6315467485103	18.964533024582728	3.011321073841693e-69	2.882264456391335e-68	Anakinra
IFN-gamma	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.8539117493806029	0.07475566873512121	1056.5717987115413	11.422702302433203	1.4147829298785006e-28	1.895809126037191e-27	Placebo
IFN-gamma	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	1.0307300542222788	0.0756635299222969	1064.2018132820622	13.622547815054267	4.521153194945526e-39	1.0097242135378341e-37	Placebo
FGF-19	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.4014988452004491	0.06007938567477663	1059.0353739795157	6.6828054363580485	3.7823904636076594e-11	9.385931891174562e-11	Anakinra
FGF-19	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.27291503765652103	0.06037059756977995	1064.365147579625	4.520661524694526	6.8553913066611635e-6	9.568983698881207e-6	Anakinra
FGF-19	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.26544586483961946	0.08844381406817718	1065.2210416826229	3.001293732481954	0.0027509751907060388	0.005421039346391312	Placebo
FGF-19	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.12599525143123688	0.08946990157520887	1074.4588799640724	1.4082417574286097	0.15934877045515672	0.19272999986931236	Placebo
MCP-2	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.7400176507311214	0.038911711299700655	1032.9115186238162	19.017864442698368	2.235079100353401e-69	1.4975029972367785e-67	Anakinra
MCP-2	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	1.0160741045312953	0.03913811484584577	1035.4578737563243	25.961242858357657	7.490666517214213e-115	2.5093732832667616e-113	Anakinra
MCP-2	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.7946844202291913	0.05735124098176396	1036.2898447405946	13.856446811358067	3.51074100277335e-40	1.1760982359290722e-38	Placebo
MCP-2	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	1.1366636627147417	0.05810936628913113	1040.3182082697579	19.560765076306556	8.410377723339645e-73	2.817476537318781e-71	Placebo
CASP-8	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.007033030006657949	0.05669747729335238	1050.863083328884	0.1240448489492592	0.9013034869041401	0.9013034869041401	Anakinra
CASP-8	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.25148010269105636	0.056990792750318875	1055.3565506209397	-4.412644403681317	1.1259563700391087e-5	1.5395729957677607e-5	Anakinra
CASP-8	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.022515121768319164	0.08349740519791989	1056.298293344138	-0.2696505563849554	0.7874817685819252	0.7994133105301362	Placebo
CASP-8	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.12882883742340473	0.08451278890070575	1063.8777985364213	-1.5243709159186072	0.12771327477741967	0.15845906314976144	Placebo
CCL25	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.09673120147339535	0.045775745566836036	1036.3360448642657	2.1131540355177942	0.03482615058184863	0.05185226864408574	Anakinra
CCL25	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.1425487347306861	0.04603679058311038	1039.2607351976912	3.096409044269547	0.0020112873447020395	0.0024063616445542256	Anakinra
CCL25	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.2558135186370451	0.0674577910447909	1040.1488125001404	3.792201236876983	1.5791282988350246e-4	3.778628429355237e-4	Placebo
CCL25	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.2667616492636122	0.06833704273199824	1044.8343065520412	3.9036171101197406	1.0083820254934879e-4	1.608609421620564e-4	Placebo
CX3CL1	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.08791384408741117	0.04427859457330007	1034.1149470423547	1.9854705176307264	0.047355935337181486	0.06897494929546	Anakinra
CX3CL1	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.11000745412301595	0.044534441501203906	1036.7944716568115	2.4701657956133145	0.013665093983863567	0.015517988083370493	Anakinra
CX3CL1	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.13821815416022296	0.06525792833922059	1037.6481455469088	2.1180285319776635	0.03440990892806056	0.05361543949255949	Placebo
CX3CL1	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.16872162781769157	0.06611638896299016	1041.906031615586	2.5518881243217404	0.010855908463205464	0.014546917340695324	Placebo
TNFRSF9	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.04309498499275153	0.04402011904433502	1038.2240588098266	-0.978983835762649	0.3278160262652623	0.3853276098205715	Anakinra
TNFRSF9	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.40998197524568586	0.04426828035159661	1041.3563935756306	-9.261303398041283	1.1212289594145492e-19	2.6829407243133857e-19	Anakinra
TNFRSF9	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.11926194882751348	0.06486513020823138	1042.2680181162093	-1.8386141898529504	0.06625634080820877	0.09026241645566756	Placebo
TNFRSF9	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.4748590007039105	0.06570376247735457	1047.3208269888257	-7.227272576172106	9.482349097969265e-13	3.176586947819704e-12	Placebo
TWEAK	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.019683762658899893	0.05175150201756014	1044.6638911077061	-0.3803515239465102	0.703761814252275	0.7254160239215757	Anakinra
TWEAK	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.32301217697281903	0.05203132234201996	1048.4973392066527	-6.208033208334545	7.717473885323593e-10	1.2926768757917018e-9	Anakinra
TWEAK	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.22045418394855254	0.07623536100199396	1049.4511063708733	-2.8917575918973677	0.0039099759655317244	0.007484811134017873	Placebo
TWEAK	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.5317889869959687	0.07719223657676708	1055.7793978025463	-6.8891511708837285	9.628326983790236e-12	2.8047735126693297e-11	Placebo
CCL20	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.3430368381415875	0.04854395880537116	1041.5612445910199	7.066519636705692	2.9042071321418533e-12	7.783275114140168e-12	Anakinra
CCL20	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.3857150838800083	0.048811900611582665	1045.0584780334157	7.902070582117044	6.924500212257386e-15	1.3645338653566026e-14	Anakinra
CCL20	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.39019899558294246	0.07152041132491031	1045.9991799210497	5.4557711337859365	6.086078319544307e-8	2.2653735967192698e-7	Placebo
