Assay	Day	Allocation	srf14	emmean	SE	df	lower.CL	upper.CL
CXCL1	1	Placebo	Yes	0.4057727426707449	0.13852718348527437	1073.4936121165551	0.1339579868205929	0.677587498520897
CXCL1	4	Placebo	Yes	0.3668661352126799	0.14387326063152173	1154.3054725459028	0.08458373985350409	0.6491485305718557
CXCL1	7	Placebo	Yes	0.32429952314577276	0.14378633832411697	1153.3393972930153	0.04218742316746116	0.6064116231240844
CCL4	1	Anakinra	No	-0.3911474619222243	0.05981573363503744	956.597427526395	-0.5085326675954731	-0.2737622562489755
CCL4	4	Anakinra	No	0.04360131253821018	0.06000531581127634	963.5123138054178	-0.0741548674987636	0.16135749257518395
CCL4	7	Anakinra	No	0.344202172538785	0.060322118950533694	977.6981992996492	0.2258264490224779	0.4625778960550921
CCL4	1	Placebo	No	-0.2863195623476685	0.0913110548721408	1021.8922168932116	-0.4654981623147881	-0.10714096238054888
CCL4	4	Placebo	No	0.007552636900260805	0.09021361650637807	991.9722757602659	-0.1694788044625209	0.18458407826304252
CCL4	7	Placebo	No	0.3453371851001449	0.09185454774671326	1037.2766981791997	0.16509526545923361	0.5255791047410562
CCL4	1	Anakinra	Yes	-0.3633106058144867	0.11808696120263396	988.907339189874	-0.5950404145391298	-0.13158079708984358
CCL4	4	Anakinra	Yes	0.14817869249811985	0.12056854321783259	1034.6447807596294	-0.08840807199822914	0.38476545699446885
CCL4	7	Anakinra	Yes	0.4544207760335852	0.11959877513672335	1015.5666878493544	0.21973178474110003	0.6891097673260704
CCL4	1	Placebo	Yes	-0.3923736345022959	0.13484667227760994	991.9209620397488	-0.6569911411421866	-0.1277561278624052
CCL4	4	Placebo	Yes	0.14639436476686638	0.1394977257299905	1070.6454537916247	-0.12732558796223734	0.42011431749597006
CCL4	7	Placebo	Yes	0.3169882456511489	0.13942037260198878	1069.5887606617082	0.04341976797782621	0.5905567233244716
CD6	1	Anakinra	No	0.01867211727997488	0.05939451284477503	972.9953771596792	-0.09788397646102505	0.13522821102097482
CD6	4	Anakinra	No	0.09066956036337237	0.059587624457636316	979.9860914454678	-0.02626445769721031	0.20760357842395505
CD6	7	Anakinra	No	0.3842156726456942	0.059912240441354556	994.5351536568326	0.2666467589656625	0.5017845863257259
CD6	1	Placebo	No	-0.0401263664767785	0.09073700202266609	1040.0888542841603	-0.21817481560034577	0.13792208264678876
CD6	4	Placebo	No	0.14749083026838933	0.08961572155629866	1009.6756812660822	-0.02836356029866624	0.3233452208354449
CD6	7	Placebo	No	0.44771789960458486	0.09129297751797744	1055.757693941217	0.2685815863432981	0.6268542128658716
CD6	1	Anakinra	Yes	-0.14733231563088695	0.11729995553621526	1006.0696125201324	-0.3775129197854871	0.08284828852371323
CD6	4	Anakinra	Yes	-0.08923173332741005	0.11982739755873888	1052.1839438216887	-0.3243595874854124	0.14589612083059225
CD6	7	Anakinra	Yes	-0.05817826511106593	0.1188379229655002	1032.8781231297019	-0.2913695707688077	0.17501304054667582
CD6	1	Placebo	Yes	-0.22099657852502547	0.13395269492850478	1009.3045761489975	-0.48385425033969504	0.0418610932896441
CD6	4	Placebo	Yes	-0.21984399978073027	0.13869605563324633	1088.8597422180028	-0.49198577767163354	0.052297778110173
CD6	7	Placebo	Yes	-0.42518578942440927	0.13861753992465725	1087.815649536801	-0.6971737986055906	-0.153197780243228
SCF	1	Anakinra	No	0.44612114315553697	0.059198735142948045	893.0857417936915	0.32993629719333184	0.5623059891177421
SCF	4	Anakinra	No	0.051325363200734136	0.059365867124928515	899.5371126405903	-0.06518636601484885	0.1678370924163171
SCF	7	Anakinra	No	0.07274102651017869	0.059638624760422955	912.0508814765701	-0.04430385448929272	0.1897859075096501
SCF	1	Placebo	No	0.45151955820165834	0.09009091346305007	950.3459352891323	0.2747194440473337	0.628319672355983
SCF	4	Placebo	No	0.04518088615612999	0.08913512552255953	923.0657325961035	-0.12975012171287204	0.22011189402513204
SCF	7	Placebo	No	0.15598543069625243	0.09056201992273705	964.2633854737911	-0.021735941670975062	0.3337068030634799
SCF	1	Anakinra	Yes	0.4098775005358735	0.116687116766761	921.8173693707577	0.18087427521432478	0.6388807258574223
SCF	4	Anakinra	Yes	-0.2557213485759481	0.11887656643862721	964.9224342300809	-0.4890077573068058	-0.0224349398450904
SCF	7	Anakinra	Yes	-0.22746394805485304	0.11802721127683145	947.2087820186041	-0.45908900051821644	0.004161104408510363
SCF	1	Placebo	Yes	0.22248395334159432	0.1332308518940116	924.0968481345323	-0.03898617890991096	0.4839540855930996
SCF	4	Placebo	Yes	-0.35727821327715653	0.13731235307289663	997.5679460318543	-0.6267324060408641	-0.0878240205134489
SCF	7	Placebo	Yes	-0.472467598894474	0.13724323064227287	996.5009685445086	-0.7417864998998873	-0.20314869788906065
IL18	1	Anakinra	No	0.35548819435778983	0.060514844357210655	710.896018982935	0.2366790014922801	0.47429738722329956
IL18	4	Anakinra	No	0.00808438837437929	0.060604741664211766	714.4677318607122	-0.11090028606669454	0.1270690628154531
IL18	7	Anakinra	No	-0.29521572077354324	0.0607405915462189	720.301961902688	-0.4144654689411643	-0.17596597260592217
IL18	1	Placebo	No	0.2930425030158827	0.09112774241123187	737.4447168476864	0.11414178933448146	0.4719432166972839
IL18	4	Placebo	No	-0.09046950284765645	0.09063334259003068	723.5773811262997	-0.26840522360050734	0.0874662179051944
IL18	7	Placebo	No	-0.2876457553839763	0.09136798293390389	744.3204647489401	-0.4670153820549866	-0.10827612871296599
IL18	1	Anakinra	Yes	0.4462132815326445	0.11863178479523667	724.7055890439948	0.21331028501795565	0.6791162780473333
IL18	4	Anakinra	Yes	0.18069970577054822	0.11981540643588492	749.0595681636185	-0.05451423440805292	0.41591364594914937
IL18	7	Anakinra	Yes	-0.07714669093053346	0.11936747274092789	739.5610027457028	-0.3114861472109391	0.15719276534987214
IL18	1	Placebo	Yes	0.31916864792380584	0.13540047867633323	725.6457917809831	0.05334521016252736	0.5849920856850843
IL18	4	Placebo	Yes	0.1896488706605902	0.13756887114651398	765.6562428109573	-0.0804080618621493	0.45970580318332965
IL18	7	Placebo	Yes	-0.34093064735021456	0.1375302055336337	764.9684646319834	-0.6109120609904195	-0.07094923371000955
SLAMF1	1	Anakinra	No	0.2674908235917378	0.06102681918370357	1069.850990223739	0.14774498534720054	0.3872366618362751
SLAMF1	4	Anakinra	No	0.10023019813819857	0.061251529301788774	1076.9328339340166	-0.019955667553520226	0.22041606382991735
SLAMF1	7	Anakinra	No	0.04248264135255468	0.06164219813004782	1092.98750585378	-0.07846778378265419	0.16343306648776357
SLAMF1	1	Placebo	No	0.08886178896539658	0.09362746068097434	1145.0001864889898	-0.09483884592925755	0.2725624238600507
SLAMF1	4	Placebo	No	-0.11452755987524868	0.09229985874509414	1113.30316508378	-0.2956288454098504	0.06657372565935304
SLAMF1	7	Placebo	No	0.21606551252448614	0.09429048488286904	1161.524103831064	0.031066783844380413	0.40106424120459183
SLAMF1	1	Anakinra	Yes	-0.06283953034425215	0.12077570417495101	1105.9924535071148	-0.29981489451231297	0.1741358338238087
SLAMF1	4	Anakinra	Yes	-0.2833086045799498	0.123716051184991	1151.9793395521876	-0.5260426410321642	-0.04057456812773527
SLAMF1	7	Anakinra	Yes	-0.10596070084844829	0.12255334126653632	1132.333342366276	-0.34641785872048086	0.13449645702358426
SLAMF1	1	Placebo	Yes	0.09293485751247692	0.13795385959904377	1110.823960508112	-0.17774466835748093	0.3636143833824348
SLAMF1	4	Placebo	Yes	0.11183422514520205	0.14351391912655315	1191.0695322694019	-0.16973401221814285	0.39340246250854694
SLAMF1	7	Placebo	Yes	0.12216340870887012	0.14342448756577825	1190.1692990704405	-0.15922958421951383	0.40355640163725404
TGF-alpha	1	Anakinra	No	-0.1848940354289358	0.06137310681428959	1061.9117557728766	-0.3053203733809144	-0.0644676974769572
TGF-alpha	4	Anakinra	No	-0.27172336957011334	0.06159711471538012	1069.00865918314	-0.39258834035165	-0.15085839878857663
TGF-alpha	7	Anakinra	No	-0.09943967268498527	0.06198551636528152	1084.9834610252085	-0.22106472982286418	0.022185384452893628
TGF-alpha	1	Placebo	No	-0.15086002427676432	0.09412725078656815	1136.5755854422478	-0.33554271488875687	0.03382266633522821
TGF-alpha	4	Placebo	No	0.03590262544653929	0.09280563189436669	1104.8776694793644	-0.14619254737685572	0.21799779826993432
TGF-alpha	7	Placebo	No	0.118215583920533	0.09478689620186889	1153.0832953795891	-0.06775852800623752	0.3041896958473035
TGF-alpha	1	Anakinra	Yes	-0.23473896182442922	0.12144132458244676	1097.8989638107741	-0.4730222716385145	0.003544347989656055
TGF-alpha	4	Anakinra	Yes	-0.09022475483005848	0.1243724292028396	1144.0404323160662	-0.33424840263212224	0.15379889297200527
TGF-alpha	7	Anakinra	Yes	0.11561677677050824	0.12321427974400899	1124.3594371900433	-0.12613901741942338	0.35737257096043984
TGF-alpha	1	Placebo	Yes	-0.3111904421300521	0.13871126028008574	1102.5807028388647	-0.5833582847828473	-0.03902259947725689
TGF-alpha	4	Placebo	Yes	0.0588508245597627	0.14425054469912515	1183.0325834252249	-0.22416459674547196	0.34186624586499736
TGF-alpha	7	Placebo	Yes	0.39086129867998437	0.14416123233586464	1182.1166354602274	0.108020881223439	0.6737017161365297
MCP-4	1	Anakinra	No	-0.18034870405559078	0.060307597059622256	817.5124072691692	-0.29872467885973564	-0.06197272925144595
MCP-4	4	Anakinra	No	0.1350850872812635	0.060448745963121206	823.0528486040157	0.016433239749302206	0.2537369348132248
MCP-4	7	Anakinra	No	0.41066576279773404	0.06067228937400578	833.0879404611342	0.29157724552788655	0.5297542800675815
MCP-4	1	Placebo	No	-0.2784354560791568	0.09141047738428358	863.2349559940227	-0.45784825290851916	-0.0990226592497945
MCP-4	4	Placebo	No	0.047082154648016496	0.09061557132549372	840.5357431903174	-0.13077721125133857	0.22494152054737154
MCP-4	7	Placebo	No	0.3620672753862345	0.09180003895751604	874.6956791594222	0.18189319440177917	0.5422413563706898
MCP-4	1	Anakinra	Yes	-0.5965982413518383	0.11862833738929428	840.8110425478283	-0.8294406832784358	-0.3637557994252408
MCP-4	4	Anakinra	Yes	-0.004851366552617531	0.12048026853155751	878.2219174944629	-0.24131423887449174	0.23161150576925668
MCP-4	7	Anakinra	Yes	0.3046232577647385	0.11976865450409549	863.1474402845317	0.06955138251690196	0.539695133012575
MCP-4	1	Placebo	Yes	-0.36489942312021273	0.13542720712006862	842.4346489357847	-0.6307137698207836	-0.09908507641964176
MCP-4	4	Placebo	Yes	0.30607777573018774	0.1388559975488258	905.3403191509789	0.03356069726081251	0.5785948541995629
MCP-4	7	Placebo	Yes	0.30268719878502537	0.1387966769750108	904.3514704211311	0.03028614342798225	0.5750882541420685
CCL11	1	Anakinra	No	-0.23955820621126384	0.0604904420773259	946.8297262353009	-0.3582690428444275	-0.12084736957810016
CCL11	4	Anakinra	No	0.12084031818972384	0.06067912805662126	953.6909609515277	0.0017602870014118838	0.2399203493780358
CCL11	7	Anakinra	No	0.30790390319985256	0.06099331335621603	967.6466599299785	0.18820949120039032	0.4275983151993148
CCL11	1	Placebo	No	-0.23483192616885712	0.09229860861501728	1010.9974213801493	-0.41595070554289804	-0.053713146794816174
CCL11	4	Placebo	No	0.13395913005656865	0.09120835715635098	981.4084917497574	-0.04502670241539991	0.3129449625285372
CCL11	7	Placebo	No	0.42662423162569363	0.09283815110847915	1026.193795246881	0.2444499343369437	0.6087985289144435
CCL11	1	Anakinra	Yes	-0.5135872434152485	0.11939144794708187	978.6524075229851	-0.7478799406639459	-0.27929454616655114
CCL11	4	Anakinra	Yes	-0.39295612605330504	0.12186152988873485	1024.1075153508878	-0.6320829474264144	-0.1538293046801957
CCL11	7	Anakinra	Yes	-0.1686986734136707	0.12089730940261383	1005.1891513130644	-0.405938704330421	0.0685413575030796
CCL11	1	Placebo	Yes	-0.46940620443665765	0.1363334909156576	981.5406255980714	-0.736944838724303	-0.20186757014901224
CCL11	4	Placebo	Yes	-0.23925014597816208	0.14095925194640774	1059.6688838654063	-0.5158411219102987	0.03734082995397464
CCL11	7	Placebo	Yes	-0.014138543606804941	0.14088210314947458	1058.6065299102104	-0.2905784549890854	0.2623013677754755
TNFSF14	1	Anakinra	No	-0.20630701224206124	0.06119790057258015	1025.6821732387339	-0.32639440051791185	-0.08621962396621065
TNFSF14	4	Anakinra	No	-0.1402239541750654	0.06141186209935505	1032.7972336432122	-0.2607302139976214	-0.019717694352509335
TNFSF14	7	Anakinra	No	0.19316542610322326	0.061778264643772826	1048.3061969563453	0.07194229204741305	0.3143885601590335
TNFSF14	1	Placebo	No	-0.2663106481469631	0.0937127033768532	1097.7236186402129	-0.4501869122237183	-0.0824343840702079
TNFSF14	4	Placebo	No	0.016153303061371492	0.09245841692603379	1066.2632864760942	-0.16526779961886431	0.1975744057416073
TNFSF14	7	Placebo	No	0.22857736167848125	0.0943370590558714	1114.0345090578974	0.043479023560585	0.4136756997963775
TNFSF14	1	Anakinra	Yes	-0.4070063913748601	0.12100267200652501	1060.740746450178	-0.6444381882052033	-0.16957459454451693
TNFSF14	4	Anakinra	Yes	-0.21749689859805474	0.12380232025341391	1107.2693560801315	-0.46041051324219595	0.025416716046086446
TNFSF14	7	Anakinra	Yes	0.10006605852625211	0.12270014628379125	1087.5690335421953	-0.14068974309394214	0.34082186014644633
TNFSF14	1	Placebo	Yes	-0.4207930475143612	0.13819771241810389	1064.7819178958875	-0.6919638272775788	-0.14962226775114368
TNFSF14	4	Placebo	Yes	-0.042169184635114806	0.14347394515071063	1145.5894000126614	-0.32367036259047827	0.23933199332024863
TNFSF14	7	Placebo	Yes	0.29083194512304333	0.1433879459812386	1144.6100083004071	0.009499246118795157	0.5721646441272915
MMP-1	1	Anakinra	No	-0.1315921460514961	0.06173862935080535	844.5232028390552	-0.2527713048367422	-0.010412987266249993
MMP-1	4	Anakinra	No	0.03283723152516439	0.06189439452100047	850.4347171598939	-0.08864644760506508	0.15432091065539388
MMP-1	7	Anakinra	No	0.2775065651698337	0.062143812186171356	861.4109723529059	0.15553555467348446	0.3994775756661829
MMP-1	1	Placebo	No	-0.3182698772015319	0.09371861557437988	894.594118410591	-0.5022038408859546	-0.13433591351710922
MMP-1	4	Placebo	No	-0.05667124893608032	0.09283646356811856	870.0855113249299	-0.23888083727651432	0.12553833940435366
MMP-1	7	Placebo	No	0.12002868952483833	0.09415183190254323	907.0166211479313	-0.06475208435243829	0.30480946340211496
MMP-1	1	Anakinra	Yes	-0.3151353752214959	0.12153615004876946	869.9003198114858	-0.5536737424181912	-0.07659700802480046
MMP-1	4	Anakinra	Yes	0.0011230260405868248	0.12357855928644751	909.6768472733488	-0.24140919168034547	0.2436552437615191
MMP-1	7	Anakinra	Yes	0.12638038011525088	0.12279099274964948	893.531789636125	-0.11461198026595615	0.3673727404964579
MMP-1	1	Placebo	Yes	-0.2603295562567981	0.1387541481908156	871.735316154261	-0.5326607998266375	0.012001687313041243
MMP-1	4	Placebo	Yes	0.1116960966460889	0.14254507086464552	938.9609570486231	-0.1680477032578652	0.39143989655004297
MMP-1	7	Placebo	Yes	0.16471940634473484	0.1424799825431107	937.9320333853425	-0.1148970540384315	0.44433586672790115
LIF-R	1	Anakinra	No	0.3409079601094286	0.05966744988756934	1001.2665797148146	0.2238203708224291	0.45799554939642806
LIF-R	4	Anakinra	No	-0.13060136142326403	0.059869487502998316	1008.3464704039146	-0.2480844181006516	-0.013118304745876469
LIF-R	7	Anakinra	No	-0.3289510989722587	0.060212534830427385	1023.4508804938305	-0.44710522853582646	-0.21079696940869097
LIF-R	1	Placebo	No	0.2587640077268889	0.09127074600976375	1071.176790683002	0.07967427613463368	0.4378537393191441
LIF-R	4	Placebo	No	-0.1887748780240988	0.09009155249567943	1040.0990513522108	-0.3655567934522723	-0.011992962595925305
LIF-R	7	Placebo	No	-0.21601304350894807	0.09185666183085402	1087.2421161289215	-0.39624943548937874	-0.03577665152851736
LIF-R	1	Anakinra	Yes	0.49005832344482925	0.1179139612478966	1035.4967244730924	0.25868076047676214	0.7214358864128964
LIF-R	4	Anakinra	Yes	-0.07322053537284212	0.12055778899819054	1081.981480204542	-0.30977407671362445	0.16333300596794018
LIF-R	7	Anakinra	Yes	-0.38701946001928544	0.11951960430285466	1062.4006938825949	-0.6215407584893359	-0.15249816154923498
LIF-R	1	Placebo	Yes	0.7156678025568711	0.13466236996541656	1039.1459891624668	0.4514266337046294	0.9799089714091129
LIF-R	4	Placebo	Yes	0.15078376818045905	0.1396354167999107	1119.6386063703073	-0.12319279150698284	0.42476032786790097
LIF-R	7	Placebo	Yes	-0.30906052824290586	0.13955377408405825	1118.624862809401	-0.5828771665120294	-0.035243889973782305
FGF-21	1	Anakinra	No	0.26029367249863633	0.05752386696887248	1172.8254952056564	0.14743249347730875	0.3731548515199639
FGF-21	4	Anakinra	No	0.3444993368048968	0.057757273538746705	1179.3624478543043	0.2311808655729547	0.4578178080368389
FGF-21	7	Anakinra	No	0.038792863259581756	0.05817714431317295	1195.6790436229148	-0.07534778485707205	0.15293351137623556
FGF-21	1	Placebo	No	0.2580336053373736	0.0886222435226366	1251.1442985593096	0.08416900492051693	0.4318982057542302
FGF-21	4	Placebo	No	0.2697621590743482	0.08721885094526874	1221.18472121107	0.09864675606909301	0.4408775620796034
FGF-21	7	Placebo	No	0.1907093642244449	0.08932863066122669	1266.9990132071673	0.015461053307175565	0.36595767514171423
FGF-21	1	Anakinra	Yes	0.2597707514773965	0.11406919111858418	1209.2797241485655	0.03597525271175259	0.48356625024304034
FGF-21	4	Anakinra	Yes	0.2049706734762413	0.1171259585584087	1251.1646297676068	-0.024814275012131654	0.43475562196461426
FGF-21	7	Anakinra	Yes	-0.015680228531778317	0.11590559043605536	1232.9254912156673	-0.2430742406424964	0.21171378357893977
FGF-21	1	Placebo	Yes	0.3224857603768389	0.1303341546668512	1216.3408588965103	0.06678106727808908	0.5781904534755887
FGF-21	4	Placebo	Yes	0.40202315986210513	0.13615712653904322	1289.956348672354	0.13490946715502034	0.6691368525691899
FGF-21	7	Placebo	Yes	0.10389405654969024	0.13606647362945623	1289.3063934780134	-0.16304191922935019	0.3708300323287307
CCL19	1	Anakinra	No	0.3185468206446405	0.06073517432551509	806.6637480364657	0.1993291900348046	0.43776445125447644
CCL19	4	Anakinra	No	0.01204080368779032	0.0608726635337793	812.0407612184958	-0.10744551687925541	0.13152712425483604
CCL19	7	Anakinra	No	-0.04104985894885193	0.061089432282663614	821.6820296563442	-0.1609595725063562	0.07885985460865233
CCL19	1	Placebo	No	0.46997237746515425	0.09200211305293717	850.5750993554498	0.2893945943081584	0.6505501606221501
CCL19	4	Placebo	No	0.055007518270193685	0.09122959103592512	828.6543011088384	-0.12406074192708563	0.234075778467473
CCL19	7	Placebo	No	0.11842772990566763	0.09238038663764131	861.6247886702073	-0.06288919896734821	0.2997446587786835
CCL19	1	Anakinra	Yes	0.48518500397772657	0.11943153994513489	829.0873762738264	0.2507612661567756	0.7196087417986776
CCL19	4	Anakinra	Yes	-0.12442869101941414	0.12123596099482856	865.4424581368162	-0.36237958640514767	0.11352220436631938
CCL19	7	Anakinra	Yes	-0.028731750426509294	0.12054360527587715	850.8376561574016	-0.26532944063748376	0.2078659397844652
CCL19	1	Placebo	Yes	0.6443545620038047	0.13634121918436531	830.6320731649234	0.3767407362017822	0.9119683878058271
CCL19	4	Placebo	Yes	0.4191585601272956	0.13967862906301806	891.6322663973347	0.1450213532653969	0.6932957669891943
CCL19	7	Placebo	Yes	0.1635293538895275	0.1396207126059122	890.6634981255278	-0.110494589634482	0.437553297413537
IL-10RB	1	Anakinra	No	0.1124539369922005	0.05996233419901095	879.88810694235	-0.00523196207908988	0.2301398360634909
IL-10RB	4	Anakinra	No	0.06297901681902862	0.060126927011549244	886.2088285685996	-0.05502876326731948	0.18098679690537672
IL-10RB	7	Anakinra	No	0.3320453787038511	0.060394179121666315	898.3255950484739	0.2135152641707433	0.4505754932369589
IL-10RB	1	Placebo	No	0.0704339361546311	0.09119169876478159	935.2789367502197	-0.10853010516582877	0.24939797747509096
IL-10RB	4	Placebo	No	0.03919892238121779	0.09025288101479384	908.6890691929675	-0.13792940161638956	0.2163272463788251
IL-10RB	7	Placebo	No	0.4570788124577049	0.09165398144882923	948.8209993357264	0.27721086606773276	0.6369467588476769
IL-10RB	1	Anakinra	Yes	-0.10786346733533882	0.11815183038365681	907.7587709491858	-0.33974597416161256	0.12401903949093494
IL-10RB	4	Anakinra	Yes	-0.28098078735174487	0.12030849324118852	950.0748747978408	-0.5170818796776429	-0.04487969502584685
IL-10RB	7	Anakinra	Yes	0.108893993142058	0.11947319178736603	932.742205834295	-0.12557340760559466	0.34336139388971065
IL-10RB	1	Placebo	Yes	0.0304233282101795	0.13489971428898814	909.9083500670109	-0.23432741799921275	0.2951740744195718
IL-10RB	4	Placebo	Yes	0.20090600325481245	0.1389154403799475	981.875012857355	-0.07169929222194577	0.47351129873157066
IL-10RB	7	Placebo	Yes	0.2259314359449285	0.13884717728677975	980.8142154341499	-0.04654026490054017	0.49840313679039716
IL-18R1	1	Anakinra	No	0.3364024535658287	0.05763489339556929	846.7974491780882	0.22327844916590806	0.44952645796574936
IL-18R1	4	Anakinra	No	-0.32261032067826606	0.057781159876356125	852.7378841455524	-0.4360202816377694	-0.2092003597187627
IL-18R1	7	Anakinra	No	-0.5404749292763678	0.05801558134679448	863.7907044315947	-0.6543429300184089	-0.42660692853432663
IL-18R1	1	Placebo	No	0.3059609951652103	0.08749989499424458	897.223561067646	0.13423269432071797	0.47768929600970267
IL-18R1	4	Placebo	No	-0.26924715624259754	0.0866711516311598	872.5711628771202	-0.4393554476217459	-0.0991388648634492
IL-18R1	7	Placebo	No	-0.3957474898603241	0.08790695350667253	909.7229142330398	-0.5682714865134133	-0.22322349320723484
IL-18R1	1	Anakinra	Yes	0.6567300886465526	0.11346483298814321	872.3428508306519	0.4340341220583144	0.8794260552347908
IL-18R1	4	Anakinra	Yes	0.13218591593915546	0.11538260022319582	912.301580733054	-0.09426024769204655	0.3586320795703575
IL-18R1	7	Anakinra	Yes	-0.07268183655072012	0.1146428820484708	896.0728395840849	-0.2976816664358432	0.152317993334403
IL-18R1	1	Placebo	Yes	0.6442579748001453	0.12953994545059594	874.196714234389	0.3900123410738136	0.898503608526477
IL-18R1	4	Placebo	Yes	0.1438168702130242	0.13310025856879193	941.7584353316074	-0.11739054386997255	0.40502428429602094
IL-18R1	7	Placebo	Yes	-0.0026921627962970263	0.13303916888922487	940.7267709099693	-0.2637800576782495	0.25839573208565547
PD-L1	1	Anakinra	No	0.24317287189296885	0.05821255454898482	902.1518092243456	0.12892508546667075	0.35742065831926695
PD-L1	4	Anakinra	No	-0.1677748861744023	0.05837995537170543	908.6860328788028	-0.28235010615473355	-0.05319966619407107
PD-L1	7	Anakinra	No	-0.40316058643815383	0.058654097504707334	921.463053798085	-0.5182717029791983	-0.2880494698971093
PD-L1	1	Placebo	No	0.17050000599568596	0.08863041972095716	960.6579023656652	-0.0034315619603282888	0.3444315739517002
PD-L1	4	Placebo	No	-0.18766857545936108	0.08767139528608887	932.9312679217632	-0.3597245693829493	-0.015612581535772857
PD-L1	7	Placebo	No	-0.32638955056922775	0.08910344291681671	974.8194736994382	-0.5012461921050759	-0.15153290903337963
PD-L1	1	Anakinra	Yes	0.6107732341396979	0.11476976464373066	931.4521707413886	0.3855359535353423	0.8360105147440534
PD-L1	4	Anakinra	Yes	0.45725593401547404	0.11696242842406973	975.0500726039719	0.2277288726821063	0.6867829953488418
PD-L1	7	Anakinra	Yes	0.26969648164911003	0.1161109058501762	957.0942456297528	0.04183513526100269	0.4975578280372174
PD-L1	1	Placebo	Yes	0.7398094154273548	0.13104402369442988	933.8251449771328	0.48263452234686677	0.9969843085078428
PD-L1	4	Placebo	Yes	0.6534923518121201	0.13513473715950275	1008.2467567349895	0.3883148042197786	0.9186698994044615
PD-L1	7	Placebo	Yes	0.18702183067481637	0.1350656366384971	1007.1772635155718	-0.07802045786049056	0.4520641192101233
CXCL5	1	Anakinra	No	0.029623916613004467	0.061399992185822566	903.9493699561642	-0.09087920352755774	0.15012703675356667
CXCL5	4	Anakinra	No	0.05670150905042775	0.06157718979291014	910.4993560710768	-0.06414821208288554	0.17755123018374105
CXCL5	7	Anakinra	No	0.3300156501151914	0.06186757346413516	923.3276390718543	0.20859827524090413	0.4514330249894787
CXCL5	1	Placebo	No	0.01679158132846131	0.09349176765265114	962.6987223475364	-0.16667958246453113	0.20026274512145376
CXCL5	4	Placebo	No	7.37177285151918e-4	0.0924762629311974	934.8862832359913	-0.1807479246620278	0.1822222792323316
CXCL5	7	Placebo	No	0.3470793972078837	0.0939927162544896	976.9073516062413	0.16262853325187504	0.5315302611638923
CXCL5	1	Anakinra	Yes	-0.025659896423983766	0.12105950272884602	933.360269105177	-0.2632402447430574	0.2119204518950899
CXCL5	4	Anakinra	Yes	-0.1099158735381589	0.12338042555713029	977.051170453767	-0.35203699569301483	0.132205248616697
CXCL5	7	Anakinra	Yes	-0.018968295442388053	0.12247890145684427	959.0492135364888	-0.25932586697627186	0.22138927609149572
CXCL5	1	Placebo	Yes	-0.06009931292669962	0.13822613785664825	935.7522052388405	-0.3313684346848301	0.21116980883143088
CXCL5	4	Placebo	Yes	0.13201900574755002	0.14255680892205302	1010.3542769376901	-0.14772231766290686	0.41176032915800687
CXCL5	7	Placebo	Yes	0.22306814029730934	0.14248369235295363	1009.2844492922974	-0.056530060844824176	0.5026663414394429
TRANCE	1	Anakinra	No	-0.17085834111525428	0.05479414398779524	1085.1882335783791	-0.2783728038436624	-0.06334387838684613
TRANCE	4	Anakinra	No	0.25126571529213976	0.05499923698687509	1092.2298390631745	0.1433496056619876	0.3591818249222919
TRANCE	7	Anakinra	No	0.6687849814951273	0.05535764809901129	1108.4155429127625	0.5601673792215416	0.7774025837687131
TRANCE	1	Placebo	No	-0.20810016603075493	0.08411911209727972	1161.181441808656	-0.37314262609697957	-0.04305770596453029
TRANCE	4	Placebo	No	0.044169841294146424	0.08290417749771122	1129.5401910711378	-0.1184936604746819	0.20683334306297474
TRANCE	7	Placebo	No	0.45184491868011395	0.08472656511280742	1177.7091649886065	0.2856130644178233	0.6180767729424046
TRANCE	1	Anakinra	Yes	-0.4114217150440591	0.10847441694288859	1121.576474447934	-0.6242573457236816	-0.1985860843644366
TRANCE	4	Anakinra	Yes	-0.2988685838087485	0.11115821831288386	1167.1959082227056	-0.5169608426560095	-0.08077632496148743
TRANCE	7	Anakinra	Yes	-0.19424644138799174	0.11009537081020362	1147.6482478890455	-0.41025721418472744	0.021764331408743953
TRANCE	1	Placebo	Yes	-0.6723009909372287	0.123908067915997	1126.7067524691363	-0.9154175045168531	-0.42918447735760434
TRANCE	4	Placebo	Yes	-0.2894602672778496	0.12898879389803938	1206.4258092311948	-0.5425275468643833	-0.03639298769131599
TRANCE	7	Placebo	Yes	-0.19189170942559802	0.12890745476094934	1205.5576206223627	-0.4447995900374829	0.06101617118628683
HGF	1	Anakinra	No	-0.1325721851977285	0.06064030453227569	1100.0696687009502	-0.251555908860874	-0.01358846153458304
HGF	4	Anakinra	No	-0.21360143832062572	0.06087075291741634	1107.0583066154163	-0.3330364995665864	-0.09416637707466508
HGF	7	Anakinra	No	-0.13406206094782902	0.06127548468211742	1123.3413274495676	-0.25428934274105264	-0.013834779154605417
HGF	1	Placebo	No	-0.08156857464747662	0.09315123470807282	1176.7616506590957	-0.2643296163381794	0.1011924670432262
HGF	4	Placebo	No	-0.07349793461846908	0.09178259215906266	1145.2426142541212	-0.2535788270467135	0.10658295780977532
HGF	7	Placebo	No	-0.007950530692889654	0.09383630548192522	1193.2583877642076	-0.19205304839031728	0.176151987004538
