Assay	Day	Allocation	emmean	SE	df	lower.CL	upper.CL
MMP-10	1	Placebo	0.39999665960094194	0.07640305631363677	903.1611686178597	0.2500484736358518	0.5499448455660321
MMP-10	4	Placebo	0.08102661316440024	0.07644325613398328	904.004269220224	-0.06900028097526889	0.23105350730406937
MMP-10	7	Placebo	0.07896892109890677	0.07734020280675949	934.2207556845964	-0.0728117316637806	0.23074957386159414
IL10	1	Anakinra	0.5461980273076742	0.053238797878877316	1016.4453944295067	0.4417275018406638	0.6506685527746846
IL10	4	Anakinra	-0.18366186976870233	0.0535425902148027	1028.2332514784594	-0.2887270911891092	-0.07859664834829541
IL10	7	Anakinra	-0.4137166007197805	0.05372245873002656	1037.7259164709965	-0.5191336370041515	-0.3082995644354095
IL10	1	Placebo	0.6125246111467998	0.07472785216112136	1082.9908724471618	0.46589684232555334	0.7591523799680462
IL10	4	Placebo	-0.23143392777489566	0.07477426088084911	1083.638378215291	-0.37815265969903156	-0.08471519585075979
IL10	7	Placebo	-0.32296514281150013	0.07596868262384227	1120.2946624421465	-0.4720220625827062	-0.17390822304029405
TNF	1	Anakinra	0.24918940482013663	0.05768367091838856	955.3839026473685	0.13598807702627405	0.36239073261399923
TNF	4	Anakinra	0.03383558032334662	0.05798469667640733	966.7883872715495	-0.07995479288288598	0.14762595352957922
TNF	7	Anakinra	-0.0734424198708508	0.05815763524728222	975.4125560980849	-0.18757090648848257	0.04068606674678096
TNF	1	Placebo	0.2847814921257149	0.08075632906786713	1015.7879478012684	0.12631317619223387	0.44324980805919595
TNF	4	Placebo	0.125886422609772	0.08080424748330603	1016.5218621474033	-0.03267578716643432	0.28444863238597834
TNF	7	Placebo	0.0036038296548279933	0.08197663190943312	1051.851204464793	-0.15725251010137634	0.16446016941103234
CCL23	1	Anakinra	0.3747513287122306	0.056416133701098804	919.4258542811298	0.26403198697496427	0.48547067044949693
CCL23	4	Anakinra	-0.13304840466197898	0.05669264229812113	930.4247598699044	-0.24430867400827705	-0.021788135315680926
CCL23	7	Anakinra	-0.31382646364128974	0.05684853111378194	938.4239394465204	-0.4253914287569645	-0.20226149852561498
CCL23	1	Placebo	0.3147778133665012	0.07885481466732495	975.5702085703408	0.16003323313350581	0.46952239359949655
CCL23	4	Placebo	-0.13785052591364474	0.0788999898190668	976.3520646574269	-0.2926836037877948	0.0169825519605053
CCL23	7	Placebo	-0.23710177165765242	0.07997053958100493	1010.2557744652834	-0.39402915633648233	-0.08017438697882251
CD5	1	Anakinra	0.027904577231184446	0.054971615485058814	1001.13784153579	-0.07996822360382391	0.1357773780661928
CD5	4	Anakinra	0.15293179138767113	0.055278880927808305	1012.8650275425831	0.04445755258844834	0.2614060301868939
CD5	7	Anakinra	0.48853392968414244	0.05545947285938547	1022.1644769765569	0.37970649824995106	0.5973613611183338
CD5	1	Placebo	-0.05081733170565962	0.07711080853693067	1066.2799182967424	-0.2021234878185837	0.10048882440726443
CD5	4	Placebo	0.09325041909889516	0.07715821701640724	1066.9487315077927	-0.058148653672665404	0.2446494918704557
CD5	7	Placebo	0.3721988763423365	0.07836350620507475	1103.4018389561534	0.21844056615607638	0.5259571865285966
CCL3	1	Anakinra	-0.3156340295528002	0.05443801349850291	1156.2531191375626	-0.42244238026535474	-0.2088256788402456
CCL3	4	Anakinra	0.14875752133621095	0.05479892070438598	1167.548655354859	0.041242154212401544	0.2562728884600204
CCL3	7	Anakinra	0.4290099449775556	0.055026258268172736	1177.9267842255572	0.32104952908716144	0.5369703608679498
CCL3	1	Placebo	-0.27556165989121434	0.07683436106657791	1230.8468388869615	-0.4263024702257408	-0.12482084955668787
CCL3	4	Placebo	0.018505605008713212	0.0768853997370584	1231.3707586664577	-0.13233527457496888	0.1693464845923953
CCL3	7	Placebo	0.3714465970332307	0.07833190053153438	1265.9582556666662	0.21777196944153088	0.5251212246249305
Flt3L	1	Anakinra	0.16204133854049174	0.054128820174828694	1069.8981116257125	0.055830647758924726	0.26825202932205877
Flt3L	4	Anakinra	0.2106124968287627	0.05445833692311973	1081.7167458936115	0.10375655585302368	0.31746843780450174
Flt3L	7	Anakinra	0.48360622122855834	0.054658320012261875	1091.7435516503144	0.3763589848592186	0.5908534575978981
Flt3L	1	Placebo	0.1299650827106228	0.07614221602099298	1140.5769074512143	-0.01942945093997417	0.27935961636121975
Flt3L	4	Placebo	0.14946114497283222	0.07619094001264744	1141.1581149752021	-2.890651403272826e-5	0.29895119645969714
Flt3L	7	Placebo	0.39576966268003205	0.07749657034190903	1177.8493795495	0.24372293457171648	0.5478163907883477
CXCL6	1	Anakinra	-0.17914911557638574	0.05718490391344476	936.7174003770507	-0.2913744747033502	-0.06692375644942128
CXCL6	4	Anakinra	-0.07483045927331772	0.057474079798606255	947.9282769512329	-0.18762160020667507	0.03796068166003963
CXCL6	7	Anakinra	0.20734514279835037	0.057638611698249166	956.237718361519	0.0942323695861348	0.32045791601056595
CXCL6	1	Placebo	-0.10603872738100752	0.07999184336458559	994.9664696423802	-0.26301081006275207	0.050933355300737046
CXCL6	4	Placebo	0.04763691621519455	0.08003849376017984	995.7259864003629	-0.10942656501024564	0.20470039744063476
CXCL6	7	Placebo	0.3065917349715152	0.08116131136992721	1030.3746313991476	0.14733141097239194	0.46585205897063847
CXCL10	1	Anakinra	0.6117942910027703	0.050446327155706266	951.223470756139	0.5127953402223051	0.7107932417832354
CXCL10	4	Anakinra	-0.17012220347224027	0.05070779385962834	962.5879478723136	-0.26963277573002115	-0.0706116312144594
CXCL10	7	Anakinra	-0.5494501843561559	0.05085768536220021	971.1438466356166	-0.6492538014617483	-0.4496465672505635
CXCL10	1	Placebo	0.8403976711523203	0.07061122409426626	1011.157977411882	0.7018363593838401	0.9789589829208005
CXCL10	4	Placebo	-0.10674122862533025	0.0706529680713952	1011.8976974363494	-0.2453843336775522	0.031901876426891684
CXCL10	7	Placebo	-0.46185851225532754	0.07167060135836549	1047.086456093888	-0.6024928707108628	-0.32122415379979236
4E-BP1	1	Anakinra	0.15118662877558486	0.05796930433099368	1012.1671441237743	0.03743285441280962	0.2649404031383601
4E-BP1	4	Anakinra	-0.08836749848188193	0.05829821988396627	1023.9404008679443	-0.20276513256198347	0.02603013559821961
4E-BP1	7	Anakinra	-0.06708857677167852	0.05849256595168758	1033.3807934397992	-0.1818663320649806	0.04768917852162355
4E-BP1	1	Placebo	0.19308942748950642	0.0813532968953033	1078.3298992553748	0.03346072477530346	0.35271813020370935
4E-BP1	4	Placebo	0.04940383817079316	0.08140368210696308	1078.9832947454304	-0.11032362002424298	0.2091312963658293
4E-BP1	7	Placebo	0.10710434673729421	0.08269605169360425	1115.5914994908692	-0.05515297457095339	0.26936166804554185
SIRT2	1	Anakinra	0.0016089616476306877	0.05682793985251146	1355.2099389056775	-0.1098713174831692	0.11308924077843058
SIRT2	4	Anakinra	-0.0951105232223535	0.05726076535563	1362.8504981825088	-0.207439320142552	0.017218273697844996
SIRT2	7	Anakinra	0.08149387574938713	0.05755494474031289	1371.1596043483646	-0.03141140652135935	0.1943991580201336
SIRT2	1	Placebo	-0.015741462501989986	0.08081063647398978	1422.8347146834797	-0.17426224667303356	0.14277932166905358
SIRT2	4	Placebo	-0.09559523029254151	0.08086918576705583	1423.589886618629	-0.2542307950253156	0.06304033444023256
SIRT2	7	Placebo	0.01570659824106888	0.08264107782325888	1444.3501956759183	-0.14640278355548556	0.1778159800376233
DNER	1	Anakinra	-0.06910635964766584	0.055880308478520796	918.6034292944518	-0.17877424835728634	0.04056152906195465
DNER	4	Anakinra	0.040289313634925675	0.056153769134017505	929.5914650255562	-0.0699135366837107	0.15049216395356205
DNER	7	Anakinra	0.3564407635685525	0.056307871579965044	937.5754568590264	0.24593671100808184	0.4669448161290231
DNER	1	Placebo	-0.07022078608000043	0.07810294024514414	974.6451479301123	-0.22349006967681684	0.08304849751681598
DNER	4	Placebo	0.018745972696484453	0.078147644655847	975.4280235457875	-0.1346108858428599	0.1721028312358288
DNER	7	Placebo	0.28319887876053756	0.07920624739623555	1009.2935725051655	0.1277710983237041	0.43862665919737104
EN-RAGE	1	Anakinra	-0.19920746649441246	0.05720906170480778	1048.0821516704675	-0.3114648034366817	-0.08695012955214323
EN-RAGE	4	Anakinra	-0.1762272222855897	0.05754869152152071	1059.921851788582	-0.28914953272466537	-0.06330491184651403
EN-RAGE	7	Anakinra	0.07476075489342922	0.05775277781506635	1069.7579400884124	-0.03856082345868052	0.18808233324553897
EN-RAGE	1	Placebo	-0.13375776882907003	0.08040473430110665	1117.2221543550543	-0.2915190628679313	0.024003525209791182
EN-RAGE	4	Placebo	0.019994339573512643	0.08045560510651717	1117.828452632496	-0.13786667468672834	0.17785535383375364
EN-RAGE	7	Placebo	0.15020496487731083	0.08179714227754904	1154.6314463681847	-0.01028271929749508	0.31069264905211674
CD40	1	Anakinra	-0.03958019432615068	0.05672270544209752	984.8338452868785	-0.15089145317128175	0.0717310645189804
CD40	4	Anakinra	-0.08206649115074804	0.057032483564455005	996.4705094814743	-0.19398404288896504	0.02985106058746896
CD40	7	Anakinra	0.2520243068803901	0.057213105668653085	1005.5456876018433	0.13975354400735923	0.364295069753421
CD40	1	Placebo	-0.1466210883544607	0.0795122324141626	1048.3790599785725	-0.302642324792187	0.009400148083265641
CD40	4	Placebo	-0.0424332500643537	0.07956055111540956	1049.0710683649352	-0.19854917985166065	0.11368267972295326
CD40	7	Placebo	0.13871097400544252	0.0807726531423603	1085.2125547142948	-0.019777279600152214	0.29719922761103723
IFN-gamma	1	Anakinra	0.7360320754028056	0.05145882748216061	1087.9654898712304	0.6350622998449271	0.837001850960684
IFN-gamma	4	Anakinra	-0.027852341123017543	0.051778290551754584	1099.7321728152572	-0.12944773950909544	0.07374305726306037
IFN-gamma	7	Anakinra	-0.2316192148308121	0.05197373846015938	1109.8870592480562	-0.3335970781421046	-0.1296413515195196
IFN-gamma	1	Placebo	0.7981912053355293	0.07243816194457729	1159.7573774203183	0.6560666932105441	0.9403157174605146
IFN-gamma	4	Placebo	-0.05572054404507351	0.07248491945772613	1160.320514261989	-0.19793672284595268	0.08649563475580566
IFN-gamma	7	Placebo	-0.23253884888674942	0.0737538884790715	1196.789122891609	-0.37724015417576506	-0.08783754359773374
FGF-19	1	Anakinra	0.24771377495108146	0.05590698077787743	1208.7058431878957	0.1380282719989141	0.3573992779032488
FGF-19	4	Anakinra	-0.15378507024936763	0.05629392977012277	1219.35513129536	-0.26422877266212597	-0.0433413678366093
FGF-19	7	Anakinra	-0.02520126270543957	0.056542896231331796	1229.6027648381605	-0.13613249668007674	0.0857299712691976
FGF-19	1	Placebo	0.272038271047685	0.07906387263502493	1283.8162375604936	0.11692969629769426	0.4271468457976758
FGF-19	4	Placebo	0.006592406208065546	0.07911745176782731	1284.3486915380868	-0.14862122008852086	0.16180603250465198
FGF-19	7	Placebo	0.1460430196164481	0.08067819273371049	1316.4217993919192	-0.012228850925123186	0.3043148901580194
MCP-2	1	Anakinra	0.5878979974855825	0.05274980116139253	828.085144179626	0.48435895375296356	0.6914370412182014
MCP-2	4	Anakinra	-0.1521196532455389	0.05295931311348759	837.4289179375638	-0.25606823627815123	-0.048171070212926576
MCP-2	7	Anakinra	-0.42817610704571285	0.05307141979454694	843.5323429283587	-0.5323436422788789	-0.32400857181254683
MCP-2	1	Placebo	0.7651426552630768	0.07340578606956652	871.539834595733	0.6210698797813439	0.9092154307448097
MCP-2	4	Placebo	-0.029541764966114485	0.07344254854496275	872.393587758662	-0.17368649760839372	0.11460296767616474
MCP-2	7	Placebo	-0.37152100745166505	0.07424063471817234	900.5737624039958	-0.5172257993323583	-0.22581621557097176
CASP-8	1	Anakinra	-0.04354104849185684	0.05764683056123378	1084.179242503626	-0.15665303464671163	0.06957093766299793
CASP-8	4	Anakinra	-0.050574078498514786	0.05800327303495154	1095.9593787421923	-0.1643840926842447	0.06323593568721514
CASP-8	7	Anakinra	0.20793905419919953	0.05822098022945587	1106.0897166239934	0.09370302670319841	0.32217508169520065
CASP-8	1	Placebo	-0.019274445055098812	0.08113685729224564	1155.7502253414423	-0.1784664747368436	0.13991758462664597
CASP-8	4	Placebo	0.003240676713220354	0.08118913709293862	1156.3169227677713	-0.15605384507388806	0.16253519850032874
CASP-8	7	Placebo	0.10955439236830593	0.08260425912946906	1192.8418905889953	-0.0525114241781464	0.27162020891475824
CCL25	1	Anakinra	0.21604169493834355	0.05787320418651026	873.3703953947147	0.10245488800022058	0.32962850187646653
CCL25	4	Anakinra	0.1193104934649482	0.05813113360860627	883.6488515475713	0.005219294216590745	0.23340169271330563
CCL25	7	Anakinra	0.07349296020765744	0.05827288889102053	890.7416077397073	-0.040875206313241694	0.1878611267285566
CCL25	1	Placebo	0.19926794354749675	0.08071689649381748	923.4299161357085	0.04085810610269261	0.35767778099230085
CCL25	4	Placebo	-0.05654557508954837	0.08076054023301509	924.2603435014906	-0.21504087806586508	0.10194972788676833
CCL25	7	Placebo	-0.06749370571611543	0.08175123757708455	955.6489872288059	-0.22792637650578765	0.09293896507355678
CX3CL1	1	Anakinra	0.07967056631385284	0.058504713751683896	843.7650470223247	-0.035161285549185156	0.19450241817689085
CX3CL1	4	Anakinra	-0.008243277773558322	0.05874725111588601	853.4582626272787	-0.12354929580322677	0.10706274025611012
CX3CL1	7	Anakinra	-0.030336887809163104	0.0588782634089418	859.9139889896584	-0.14589881781924358	0.08522504220091737
CX3CL1	1	Placebo	0.14615916927739142	0.08147897507652269	889.5718587320555	-0.013754262838679726	0.3060726013934626
CX3CL1	4	Placebo	0.007941015117168451	0.08152099205843326	890.4210062419623	-0.152054673094424	0.16793670332876093
CX3CL1	7	Placebo	-0.022562458540300145	0.08244758543801223	919.7928928027857	-0.1843696755044282	0.1392447584238279
TNFRSF9	1	Anakinra	0.1264107017872304	0.05376107142034852	899.1876916887901	0.02089891566420328	0.23192248791025755
TNFRSF9	4	Anakinra	0.16950568677998193	0.05401436779865319	909.8981549227182	0.06349846156450444	0.2755129119954594
TNFRSF9	7	Anakinra	0.5363926770329163	0.05415560779661462	917.5127089152444	0.4301094326274832	0.6426759214383494
TNFRSF9	1	Placebo	0.007718452161497233	0.07507355965008874	952.7414962274261	-0.13961018342555032	0.15504708774854475
TNFRSF9	4	Placebo	0.1269804009890107	0.07511557510494411	953.5470301660621	-0.02043052972673079	0.27439133170475216
TNFRSF9	7	Placebo	0.4825774528654077	0.0760928835991119	986.4400419513446	0.3332549262569384	0.631899979473877
TWEAK	1	Anakinra	-0.027312721182014513	0.05706139443995343	991.2338768956243	-0.13928772548441035	0.08466228312038132
TWEAK	4	Anakinra	-0.007628958523114619	0.05737592364033072	1002.9092788495549	-0.1202195800046938	0.10496166295846454
TWEAK	7	Anakinra	0.29569945579080453	0.0575598944819702	1012.0747197689648	0.18274905832326455	0.4086498532583445
TWEAK	1	Placebo	-0.19940186628480067	0.08000876873399476	1055.4182890777545	-0.3563962106379883	-0.04240752193161304
TWEAK	4	Placebo	0.021052317663751853	0.08005761789810668	1056.1011553891494	-0.13603776260003297	0.17814239792753667
TWEAK	7	Placebo	0.33238712071116794	0.08128952927732468	1092.3766887765196	0.17288584531846748	0.49188839610386836
CCL20	1	Anakinra	0.2366832915626996	0.05607452004732732	946.1760476325934	0.12663848371962866	0.34672809940577054
CCL20	4	Anakinra	-0.10635354657888789	0.05636272003810171	957.4895714941343	-0.21696226559654708	0.004255172438771285
CCL20	7	Anakinra	-0.1490317923173087	0.05652750694789243	965.9611860288948	-0.25996266520494876	-0.03810091942966866
CCL20	1	Placebo	0.38544331441767604	0.07847166265835931	1005.5325652736037	0.23145633073347452	0.5394302981018776
CCL20	4	Placebo	-0.004755681165266441	0.07851784038837863	1006.2792599589458	-0.15883314282880404	0.14932178049827113
CCL20	7	Placebo	0.055131150121175976	0.07963860213160626	1041.2888849982146	-0.10113928251423931	0.21140158275659127
ST1A1	1	Anakinra	-0.30901723583854873	0.055409696361992486	1070.0060013609695	-0.41774122863119373	-0.20029324304590373
ST1A1	4	Anakinra	0.0024058230596704436	0.05574705115624983	1081.8244176848536	-0.10697876854522592	0.1117904146645668
ST1A1	7	Anakinra	0.42754712395313926	0.055951801069368194	1091.8520697076228	0.31776190971090473	0.5373323381953738
ST1A1	1	Placebo	-0.34722180337691455	0.07794434056672807	1140.6918832702827	-0.5001521719869728	-0.19429143476685623
ST1A1	4	Placebo	-0.06588268839984353	0.07799422042608604	1141.2729750904139	-0.2189108408202866	0.08714546402059954
ST1A1	7	Placebo	0.1785861766557509	0.07933092732684956	1177.9632585974268	0.022940492141455437	0.3342318611700464
STAMBP	1	Anakinra	-0.00616340279261215	0.057714072421164796	1113.592399858464	-0.11940398513478928	0.10707717954956497
STAMBP	4	Anakinra	-0.08939588304010493	0.05808184738996096	1125.2326424769715	-0.20335679268986478	0.02456502660965494
STAMBP	7	Anakinra	0.11029411430479069	0.058309379311767044	1135.5208782204002	-0.0041121137737430424	0.22470034238332443
STAMBP	1	Placebo	-0.012738521329542896	0.08132497627832824	1186.702813698893	-0.17229528120997792	0.14681823855089213
STAMBP	4	Placebo	-0.08761397179166105	0.08137807150857791	1187.2453672026236	-0.24727482816654123	0.07204688458321912
STAMBP	7	Placebo	0.0840828083709536	0.08284400320258692	1223.1986000609675	-0.07844927828676636	0.24661489502867356
ADA	1	Anakinra	0.14751121283656626	0.05795720973871199	1049.5334327424796	0.03378601919021314	0.2612364064829194
ADA	4	Anakinra	-0.02246103377660242	0.05830187445055893	1061.3731600366243	-0.136861064436246	0.09193899688304114
ADA	7	Anakinra	-0.04719538134593663	0.05850912443884909	1071.2231304389704	-0.16200087310329056	0.06761011041141732
ADA	1	Placebo	0.09189056194527456	0.08146100066379934	1118.782270630452	-0.06794297963398671	0.25172410352453584
ADA	4	Placebo	0.06386647536347465	0.08151258042198929	1119.3868026210168	-0.09606817662865427	0.22380112735560356
ADA	7	Placebo	0.0034848960339910404	0.08287428960253902	1156.1877355712443	-0.15911594379445065	0.16608573586243275
TNFB	1	Anakinra	0.22990323081768205	0.05406845418746385	937.7349447050799	0.1237940524333192	0.3360124092020449
TNFB	4	Anakinra	0.3169423638190164	0.054342356161866986	948.9573136495436	0.210297283517944	0.42358744412008886
TNFB	7	Anakinra	0.34335369457866105	0.05449828079811408	957.2844624103215	0.23640380539067846	0.45030358376664364
TNFB	1	Placebo	0.2400773697310107	0.07563590996150887	996.1046594810834	0.091653364354574	0.3885013751074474
TNFB	4	Placebo	0.16173385961392958	0.0756800638300526	996.8628144581091	0.013223346369512029	0.31024437285834716
TNFB	7	Placebo	0.1864613403604223	0.07674375361151108	1031.5518746089988	0.03586965504649145	0.33705302567435313
CSF-1	1	Anakinra	0.5947423505153518	0.05219268498189591	1257.2552174685604	0.4923479938657286	0.6971367071649751
CSF-1	4	Anakinra	-0.10452369988789575	0.05256688568713092	1267.096880972901	-0.20765141133162351	-0.0013959884441680087
CSF-1	7	Anakinra	-0.2950313980317563	0.05281222736745465	1276.9700285681793	-0.39863966418776936	-0.19142313187574328
CSF-1	1	Placebo	0.5998003659895235	0.07394508888780507	1331.4430228424185	0.45473878698103876	0.7448619449980082
CSF-1	4	Placebo	-0.013607272752532717	0.07399615989384342	1332.0175626930425	-0.1587689832007669	0.1315544376957015
CSF-1	7	Placebo	-0.03173608357788116	0.07551369268893889	1360.9937075545265	-0.17987194038138618	0.11639977322562386
